rating,review
1,I did a take out order number 281 for 1 Hotcakes and Sausage and 1 Big Brk w/HC and 1 Hash Brown which is on the receipt i was given from Front Counter Side1 8/24/2024 08:20 AM. at the Cortez Rd location in Bradenton Florida .   When I got home and took the order out of the bag. I was not given the sausage I asked for and that I paid for that was on my receipt.   I was not going back due to the incompetence of your staff.  It is obvious that they do not verify the order from the ticket they have from what the customer ordered or they just don't care!!  I am very disappointed and will not be returning.  This issue has been posted on all social media sites.  Your staff needs to be trained on all aspects of customer service because I am sure I am not the only one who has received an incorrect order!  VERY POOR SERVICE
1,The store (#12354) used to be the best McDonalds I had been to. Now it is the worst. The people are rude. The past two times we ate there we had to wait more than fifteen minutes. The employees never say thank you...have a nice day...etc. My grand sons like the food but we will be going out of our way to go to a different location.
3,Typically a good experience here at my local mcdonalds. They are consistent and you know what to expect. Prices are getting kinda high now
5,Reichel you are the best la mejor sin coñas te queremos
1,"PSA: unless you like someone arguing with you or being rude to you, making your child cry, or if you enjoy your food coughed on…avoid McDonalds on Missouri Avenue and Jasper street. The manager Jose, is the one that is causing issues.This is now the 6th issue we have had. We are no longer giving this McDonald’s our business. It started out as just him being curt, (which I chalked up to we all have a rough day, so I gave him the benefit of the doubt); escalated to staff calling me crazy lady because I counted my change wrong and missed giving them a nickel (she said it on the microphone to other employees in Spanish; I speak Spanish by the way!); escalated to him and staff being rude and laughing (making us question the safety of the food); escalated to him arguing with my child until she was crying over a cup she wanted to buy; escalated to him sneezing and coughing all over the equipment he used to ring upthe order in the drive thru, then laughing with a staff member as I drove away. I actually had said bless you and I’m sorry you have to work while you are sick? He said, “they don’t care”. I said your manager makes you work while sick and he began laughing. I actually have safety and harassment concerns at this point because I called the store to complain to his manager and he refused to give me any information, other than he is the manager. He used the caller id to call me back without my consent, and began arguing with me. I have also seen him walk past my house on several occasions. I have reported to corporate but am now afraid of retaliation! Please be careful and stay away from this. Location. Store number 6665. 1590 Missouri Ave Largo FL!"
5,MMMMM YUMMY
1,"Payson McDonald’s advertise 5 dollar menus or western quarter pound burger in windows n at drive thrue then won’t even honor it,the manager was rude and would not take my order so I went elsewhere n will not go back"
1,"A year ago, just when I thought I had experienced the absolute worst #1 big mac meal! The actual namesake of the company at the store 9841 Atlantic Blvd in Jacksonville, FL 32225 they have has found a more disappoint way serve an even more discussing Big Mac meal. Stale bread, rotting lettuce and the smell of this sandwich is so bad that a starving dog would walk away from it. The sad thing is there was a Culverts just around the corner! Aways so much better food there.  I   M u s t   H a v e   L o s t   M y   M i n d ! ! ! Never Again, Never Again, Never Again Mc Donalds franchise owner you should be ashamed of yourself this is so sad, sad, sad and as I leave the drive through and look to my left the windows to the lobby are so filthy you could not even see inside."
1,"If I could do no stars at all , I would.Do not ever go to 6401 Camp Bowie Boulevard. They no longer provide face to face customer service. When you walk in you need to catch someone, be aware if their running out to give food to drive thru they won’t stop to help you. Your chances of someone helping you is probably bother a worker who’s seating down taking their break. Because other than them, you won’t see anyone around. Once someone makes eye contact with you they just point at the kiosk thing and say you can order their, I explained that I have my children with me and can’t exactly pay attention to what I’m clicking and I need specific plain burgers etc. and they make you wait more so they can go do drive thru first. So I went to the drive thru instead and pull to the side to make sure I get what I ordered. Good thing I did because they didn’t give me any ketchup and was missing an order. After 45minutes of b***. Still no apology after I never gave them a fight. So here I am letting people know how sh** they can be now."
1,"this has to be the worst food place ever, i found a real cooked mouse in my burger, i almost ate it, people should go to 3.14 in Terre haute indiana, That restaurant is better"
1,Now their burger quality is very low. Plus you have to wait for a long time. I don't recommend McDonald's anymore.
1,"I did ordered 1 Big Mac, 3 cheeseburger and a small French fries.What I did got is a Big Mac , a French fries and 3 Fish-o filet."
1,"Had the unfortunate pleasure of buying food at the McDonald's at 8280 N. Wickham Rd. Melbourne Florida 32940. Cold nasty food. Steer clear from this slop factory!!!!The owner Rodriguez was actually there at the store when I went to get a refund and I can see why they're garbage !!!!, she seemed like a very classless condescending low life !!!"
1,Order at Kiosk and there is no receipt paper and hand sanitizer is out at all stalls.  Order number is called and placed on counter before I could ask for my cup which is never given when order is placed.  Finally get someone's attention (the front of the store is not manned by anyone.  This is a big no no in food retail.) and they get my cup.  Go to drink area and it is filthy.  No lids for medium or large drinks  Tables are filthy as well.  Seems like the only attention the employees pay is to the drive thru.  There was one employee sitting in the lobby on break I guess.  When I worked at McDonald's you did not take your break until the dining room was at least in a presentable order.  These three McDonald's in Kinston haven't been good for a long time but have gone down even more since the new owners have taken over.  Comments and complaints to them always go unanswered.
1,Terrible service.  Took 40 minutes for a small order. 2 people ahead of me left without there food!
1,"Eating at McDonald's has never made me so disappointed, and unfortunately, I am not only referring to the slow service and gross food.Nashville has a huge problem that isn't a very popular or well-liked topic: the amount of people who are stranded on the streets is overwhelming. Worse is the fact that this huge, bustling, tourist-riden city fails to provide the bare minimum amount of resources and services for those of us who are bound by these unimaginable circumstances.See, it became clear to me as I stood in line at this McDonald's: This city is more concerned with the appearance of their McDonald's restroom than to allow equal rights to all who reside here. We are all not granted the ability to use the same public facilities when nature calls - as it does for us all, no matter how much money we have, what we look like, or where we come from.It's 2024, and the restrooms are still segregated...I would go on into more explicit details, but I think you can all grasp the point I am making.It showed me something beautiful in the midst of such terrible discrimination, sadness, and mistreatment.We are no longer living in times of slavery, Hitler, or sexcism.We are in the United States of America.Does that no longer hold any meaning, any value?Our Constitution says that this is a place where people are treated as equals, where people have the ability to respect each other's basic human rights.We NEED to do better.We must."
1,"McDonald's Aurora, Nebraska 1601 Q St Don't ever go there. It took me 45 minutes to get my food. They weren't busy no one was in the lobby. No one was in the drive through.Don't recommend going if you do plan on waiting as long as I did. Went into The lobby one time no one was at the counter waiting stood there for a half hour just to get help highly, not recommended as a good restaurant."
1,Bad service 6/15/24 @9:30 a.m.I go.everyday to get mcdonalds. Smoothy machine almost down. Always put egg on my sausage mcmuffin and  burnt.  Always slow have to pull into wait parking. About 5 cars waiting in morning. Called manager she wouldn't give her name or morning managers name. Very rude I told her off. LouisaMontoya gave me my order. She not check order. Very upset I know her and others. Snobby gossipers!!!
3,The food is meh
5,Imade an order through the app to pick it up and it went to the wrong store. They graciously offered to make a fresh order.I am McLoving them!
1,McDonald's in Savannah Tennessee gets an -100 from me first I place a order online had receipt and they didn't give me food or anything refuse my service. Then I go back the next day get food order was messed up try tell them someone was supposed to call me replace my food still haven't and this going on almost 4 weeks very very bad don't recommend them at all then I contact McDonald's on email they haven't done anything never agsin i eat mcdonals
5,"My six year old son absolutely loves your chicken mcnuggets and french fries. Our local McDonald's in Blairsville, PA is his favorite spot. He frequently asks for happy meals and gets them for good behavior. In his words, he is amazed that the average rating is 2 stars and believes the government needs to step in on this issue and give you all 5 stars. Great job Mickey D's on your product, your initiative to stay competitive and current in a vast changing food industry, and we will continue to buy your products!"
4,"It is a very nice and cozy place, the workers are very good, they maintain good cleanliness but their cleaning does not last long since people do not help keep it clean, they have a wide variety of products, all of which are very tasty.In my opinion, the workers are sometimes very clueless, they leave the box alone and you have to wait a long time until they charge you for the order, there are few boxes and sometimes they are damaged or there is no paper in the machines.In conclusion, it is a nice place that I would recommend going to, you just have to be patient in case you have to wait but the products are very rich and varied."
1,I ordered a big Mac with extra fries and a mcnuggets combo but it took too much to have my delivery on my hands. The food was cold and the soda had no gas. It was terrible service.
1,"I just ordered a McChicken sandwich at McDonald's in Kitchener. It didn't taste very good, was an awful sandwich.  I don't eat at McDonald's that much. In the past, I used to like McChicken at McDonald's, the sandwich was tasty and juicy.  Don't eat at McDonald's, if so, you are wasting your money."
1,"WARNING !!!! Don't eat from the Charleston McDonald's Had to give one star to leave a review I actually give a negative 5 stars .. tweaker central .I watched this very nasty girl put her hands down her pants and not wash her hands to make someones food with her bare hands .. The ""mangers"" that are women are extremely over weight and grouchy and move very very slow . And the most important thing my brother in law was hospitalized for food poisoning from eating here ... Stop giving this place your money it's the worst and dirtiest fast food place in Charleston il ."
1,"I remember when we used to get a SLICE of cheese on the burgers and fish sandwiches, a half slice(🤔) NOW JUST A PIECE... What's really going on... Just ridiculous"
1,Should be zero Stars.Ordered food via McDonald’s app doesn’t appear.Visit to make a compliant and pick it requested food to be mortified and lost appetite.The cleanliness and amount of vermin that scurries in plain view of my local McDonalds is of concern.Tilbury
1,"Bad customer service, I ordered a sausage and egg McMuffin and a hash brown but never turned up ￼with my order"
1,my express is very bad i have eating the veg maharaja mac after next day my stomach pain very bad after eating  itvery bad experience of my life
1,"Ordered through McDonald's app and delivered by Uber Eats - unfortunately, yet again, the order was incomplete. Happy Meal cheeseburger and fries missing, and four dips missing also. The twenty-pack chicken nuggets appeared to be overcooked or double-fried as they were extremely dry, dark in colour, and tasteless.Called McDonald's who refused to take responsibility and was told to call Uber Eats, although the bag was sealed and it was not their fault. Very difficult phone call with Uber Eats due to their very heavy South Asian accent, customer service representative had to repeat herself multiple times until I understood that I will receive a refund for the Happy Meal minus the cost of the toy (as they claimed it's a free item) and drink (as we received it). This is not the first time this has happened but it will be the last as I will never order from there again."
3,"Thought I would have a big mac as a treat. The burger was thinner than half the bun, sauce was only just there. I won’t waste my money again, so disappointed. I suppose with a qtr pounder you know the weight of the burger.So beware if buying as really it’s a bun!"
1,"Used to be good back in the day, but not anymore. Prices are ridiculous for what they give you, never hot and fresh and each location varies in quality. Just another example of fast-food companies saying they're improving what they do to make it better when in actuality, it couldn't be any worse. Breakfast would be about the best thing going for them at this point but the burger business is terrible."
1,"It is with a heavy heart and a disappointed palate that I recount the horror of horrors that befell me at McDonald’s, a place where I once found solace in the form of a comforting meal. My anticipation for a delightful feast was met with a ghastly surprise – the ‘Sus Burger’.This burger, a far cry from the golden standards set by McDonald’s, was an affront to the very essence of fast food. The patty, which should have been the star, was instead an overcooked specter of its former self. Each bite was a reminder of the potential that was lost in flames.The vegetables, a mere garnish to the tragedy, were a wilted representation of neglect. The lettuce, which should have added a refreshing crunch, was as limp as a forgotten memory. The tomatoes, devoid of any semblance of ripeness, were a pale imitation of what they promised to be.And the bun – that cornerstone of any respectable burger – was a stale, disheartening bookend to the sad narrative within. It was supposed to be soft and yielding, yet it crumbled under the slightest pressure, much like my expectations.This was not the McDonald’s experience that I had come to cherish. This was a culinary misstep, a horror of horrors that unfolded with each regrettable bite. I urge McDonald’s to heed this tale of woe and steer back to the path of deliciousness that has charmed millions. Let not the ‘Sus Burger’ be the downfall of a beloved institution."
1,"This is the poorest McDonald's I've ever seen in my life. Terrible service, squalid environment and really trashy staff. We had dinner like in a pigsty because everything was dirty. Unfortunately we had to eat dinner because we were hungry and certainly not because we wanted to eat in a toilet like that.The manager Elsa first wanted to pretend to show some interest in managing the case and then abandoned not knowing that I would publish, but the image of that McDonald's will be ruined as well as the entire company if they don't take steps to compensate the damage caused to me. This lady pretends not to know how to reimburse the meal (at a minimum) even though she gave her US bank details.Really trashy. Avoid this Mc DONALDS and try to eat something more nutritious and non-fatty!"
2,"Serving hatch:The process for waiting at the hatch was confusing: instructions on receipt indicated to wait at collection point 1, but the collection point was not numbered or advertised as the collection point either.There was also no staff visible behind the counter and it also says my item was ready for collection for many minutes before a member of staff appeared with the food, which made me wonder if I was in the wrong place.Staff:No problems with the staff themselves: seemed nice and polite.No cutlery issue:There’s something that makes my blood boil however: serving food that requires cutlery to eat it and being given very soft cardboard cutlery to attempt to eat it with.Of course the fork breaks every time you use it and you have to leave your food to go back to the counter and ask for more cutlery, which inevitably breaks again.Either: serve food that requires cutlery with cutlery that works OR don’t serve food that requires cutlery,Honestly, if we aren’t allowed plastic cutlery then simply don’t serve the food."
1,"Overpriced, sloppy assembly, drink spilled over when inserting the straw, had to wait for two chicken sandwiches, set out to us with fries that we didn’t order, currier went back in to remove fries from bag, never receive a receipt to verify what we paid for. I won’t be eating at McDonald’s again. $20.00 for two chicken sandwiches and two soft drinks, outrageous!!!"
1,Zero if I could.  McDonald’s Customer Service is a joke.  Worst in the industry.  The agent literally hung up on me when she could not help me.
1,"We ordered via McDelivery for lunch today and 2 items from the main meal were missing.Googled the phone number for McDonald's customer service and the automated number brought us through to Uber eats where we were told firmly we will not be getting a refund.Emailed McDonald's Customer service giving them the full details of our order and screen shots of the receipts and labels from the bags. After getting 3 or 4 emails from McDonald’s Customer service asking questions like which branch and the total cost of our order, on their 5th email they said we will not be provided a refund but they can give a goodwill gesture of 2 medium meal vouchers!!!The vouchers don't even add upto the missing foods we ordered.We spend our money hoping we will be getting what we order and someone who is working in McDonald’s get the order wrong and we lose our money. Someone please explain how this works.We are never ordering through McDelivery ever again.We would not even give this one star. We wish more people read these reviews before ordering via McDelivery. We wish we had before ordering."
1,I have just been through the worst experience in McDonald at two rivers retail park in Staines . The manager Kathrina is very rude and unhelpful has no customer service acumen and the young lady don’t have her name did not open the window to take my money and kept me waiting. I asked for a manager and the young lady was very rude and walked away rather then Serving me and apologise for the delay.
1,What happened to the fish sandwich? It looks like a slider instead of a sandwich. They should warn you when you order it. I’ve bought these since I was a teen. I’m 71 now and will never order another one
1,It was raining this morning and I wanted a hot coffee. I didn't want to get out of my car so I went thru the drive thru. Ordered my coffee and was told they needed to make a new pot of decaf and would bring it out to me. I sat for over 10 mins. and no coffee. I went inside and complained they immediately got my coffee. I called to complain and was told my ordered must have been taken off the screen thinking it had been delivered they did offer a remind or another coffee. Not planning on going to the Grant Ave Auburn NY anytime in the future.
1,"I am absolutely furious and dumbfounded at the GENERIC CUSTOMER RESPONSE THAT COMES IN WHEN A CUSTOMER takes the time to submit a complaint and further more takes the time to provide the information that is initially sent upon the first email that your support team sends in. I am simply asking to replenish my 6000 points that this app took on my order that was cancelled by a technicality on the apps part. The agents response to a refund of .22 cents is not my concern. My whole point is getting something rectified that was your error to begin with. The is the SECOND TIME I GOT A GENERIC RESPONSE WHEN SENDING IN A COMPLAINT. I don't want a generic response. I want someone to fix this issue. Quit sending me a polite sorry, but not my problem email and just fix your mistake! Has McDonalds got that big that you are THIS GREEDY TO RETURN POINTS"
2,176th and meridian mcdonalds in Puyallup is an unorganized disaster. Dont waste your time going there I walk in and theres angry looking customers standing around so i ask if they ordered yet and they just shook their heads so I wait a couple.minutes as more people come in and I realize that this isn't a mcdonalds. Maybe its some hidden camera joke tv show or something. As I leave the cars in the drive through are all trying to back out as other unknowing people block them in. I yelled Dont go in get out of here! Waste of time.
2,"Very poor service food was barley warm. The service was long. Housekeeping was poor. Working 3 people on a Saturday night with inadequate training no one peer checking and very unorganized at least have someone there with there A game helping. Or just close it down when you don't have adequately trained personnel working. Start training and retrain personnel call it just in time training. Not sure if this store is a franchise or corporate someone need to check this place out. Not just during the day but at night. I do not want my money back because i did not get a receipt like always Kiosk out of paper every time the manager busy trying to make food and put orders together. It's really not their issues it the personnel doing the training. Management. They should have a 2-minute pre job brief when they start there shift and communication would be helpful when making orders. I watch them work none of the 3 are communicating or calling orders. And if your short staff and only have 3 people working close the drive thru or the dining room because the quality of the product is bad. Or close the store at 4 until you get personnel organized and trained.My order was a fish filet and double cheeseburger med coke and a child's coke. Between 8:45 pm 9:30 Pm In this day in age you should be able to track it with what was sold that day. Also, I now places are short people. But you have to hire people."
2,Attendant in store was snippy and impatient. She couldnt hear us because she also had the drive thru headset on.The fish sandwich - which I usually love - was dry and overdone. Worst one Ive ever had at McDonalds.
3,"3 stars... because half of my interaction with McDo is good (delicious, fresh, good service) while half is bad (missing item in order, late delivery, etc.)."
5,So delish!!!! Great friendly staff! Hot and yummy!
3,so my grandma was asking for ginger ale you know and they messed up with water i wonder why but everyhing else
5,"Visited McDonald's at Bobbin, Sittingbourne, Kent. Excellent service, really clean, very friendly and helpful. Quick service, food freshly cooked. Coffee was good too."
1,Had a bad experience working here. Management was too strict and very unreasonable. Working hours was not consistent and hygiene was not maintained well.
1,"At:  McDonald's - Redhouse Interchange, DONCASTER, DN6 7FBWhile waiting for service, a member of staff put both hands to their face, covering the nose and mouth and sneezed. They were directly facing the food prep area where the food orders and bags of fries are assembled and bagged.The staff member then wiped their lower face with their hands, rubbed their hands down the front of their trousers (to dry them?) and continued working at their station, handling food, while scratching their head and poking fronds of hair under the cap.NO ATTEMPT MADE TO WASH THEIR HANDS AT ALL!!!Spoke to staff that handed my order, asked them to tell the sneezing staff to wash their hands, it's basic food hygiene.  The staff I spoke to looked at the sneezing staff, who was looking at me, so I said you must wash your hands after sneezing into them in a food area. The sneezing staff pulled a face and turned back to their work, still not washing their hands.Disgusting hygiene and a flagrant eff you attitude."
1,I ordered a big mac meal large and watermelon macfizz. My macfizz it looked like it was drank and it was half full and uber eats driver Brain Jayden said that the ice melted. I was disgusted when I realise that the seal was broken and when I found dirt marks on the side of my drink. Like what did he do with my drink? Did he drink it or what? At the end I never drank it and if your uber eats driver is Brain Jayden just know that your food or drink has been eating/drank by him. Today I this 11 year 0ld boy could not enjoy his McDonalds meal. I am sad.Thank everyone.
1,"McDonalds and Uber Eats, I orders over £30 of food for delivery. When delivered I noticed the Chicken sandwich was missing, I used the app for customer service this advised me to contact Uber Eats.I contacted Uber Eats who informed me they wouldn't refund me, basically I class this as theft.Shame on McDonalds and Uber Eats, both have the lowest customer service i have ever had the misfortuneto contact.."
1,I am absolutely disgusted. I ordered food tonight through the app and never recieved my order. Uber eats say they wont give me a refund and mcdonalds just keep sending me to uber. I will never use either of these services again as I am absolutely appalled that somebody is expected to waste their money on food that never arrives. What an absolute joke of a company. As a once loyal customer of mcdonalds who had lots of points I am absolutely devastated that I have received this treatment and that a conpany would partner with such a disgusting conpany like ubereats who treat their customers with absolutely no respect.
1,"Need to sort out the Hedge End Southampton branch once and for all, close them down. They are patently USELESS as they CONSTANTLY omit things from orders and do not care about their customers being ripped off. How many WHOLE rashers of streaky bacon in a flatbread ???? They treat their customers like morons and think we don't know and don't care about what we're paying our good money for. If they intend to persist in ripping their customers off SHUT THE PLACE DOWN and let some other business that CARES about standards take over the premises. 'P up brewery'."
2,Not very good food but I love nuggets and suß sauer soße
1,"McDonald’s was a place that we love to go to and have breakfast and sometime lunch. Our problem with going there now is the seating the seats are not made for the elderly or tall people, very uncomfortable. The tall chairs and tables were perfect, now there are none.   It feel as though McDonald’s are only catering to young people and kids."
1,"Finally figured out McDonald's weak spot > McDonald's in Donegal PA.  The order taker at the window was lifeless [did not seem to care].  Gave her my order # and she said OK.  No salutation, thank you or drive up. The order was simple > 3 sandwiches - only found 2 sandwiches in bag > order taker seemed very angry when I told her of shortage.  McDonald's has tooo much competition for this to happen.  Say goodbye McDonald's"
3,"The quarter pounder is by far their best menu item. customer service is not great, but what do you expect. Prices are going up in CA because of the new fast food worker laws. SO probably wont be eating here for a while"
2,"Left my local McDonald's without my breakfast, sigh. I ordered 2 sausage burritos without the tortilla as I am trying to cut carbs. My order was taken and I paid, however when I got my order they had made the burritos with the tortilla.  I asked and the gentleman was polite but said he was told they couldn't do it that way.  I have 2 complaints.  1) why was I not told this when I ordered and 2) why can they not just put it on a bowl.Not such a great start to a Monday."
1,Disgraceful.Regularly missing food when ordered through the app for delivery. Amazing how the missing food never seems to happen when ordered in the ‘restaurants’.Phoned through again about missing food and told no refund as complained previously.Appalling.
1,"Last time I ordered 4 cheeseburgers In aalborg Østerågade 17 it was really dry and had almost no taste.It seems like these cheese burgers has been sitting the whole day - no wonder they where so fast delivering me this awful ""food"""
1,mcdonalds is very greasy and fat food.
1,Hello I'm here in Italy here is a McDonald's in biella via San Maurizio 27b the staff of McDonald's is very rude specially the two lady manager's they are abusing and using bad words they are saying no one ask these two are very resist you people plz take action against them tnk u
3,"Well, Mc Donald's is always good in terms of food service and the employees are always nice. But when I went to Mc Donald's this time they gave me the wrong order and didn't want to give me the right one. But, this might just have been the location because this hadn't happened to me before. Normally the service is great so I would give it a try."
1,I walked into McDonalds and orders my food and I received my burger (triple cheese burger I'm a fatty) anyways i sat down at table 11 and bit into my burger and there was a hair so i opened my burger to find 7 food flies and a lot of blonde hair that looked like pubes.
5,"This is my favorite fast food. Can eat cheeseburgers nonstop, I just find them really tasty."
1,They’re food sucks and they’re service sucks
5,Il Crispy mc bacon è qualcosa di incredibile!!!!!Il Big Mac e il Double Chicken BBQ sono extra buoni!Provateli subitoooooooooooooooooooooo!
1,"McDonald's Ashford Surrey . ordered cheesy bites , didn't turn up , ordered two Mcflurries , didn't turn up , ordered two medium chips and two milkshakes and two hot apple pies , EUREKA  they turned up , ordered two big macs , EUREKA one turned up fine , the other one had lettuce in the box not the burger , no sauce and one bit of pickle and the best bit ONE BURGER IN A BIG MAC    Why didn't they deliver some of the drugs they must be on as well !!!!!!!!!"
2,"I ordered a big mac at 11.30 didn't receive it,so I would like a refund please and won't be ordering from you again."
1,They don't have Small Fries for Healthier Choices.
1,Every time I go to McDonald’s and want a strawberry milk shake with my Big Mac. They don’t have the shake. I am disgusted with what I am seeing now. No excuse
5,The McDonald’s on stride Ave in Castro Valley ca has got to be the worst service storeThey are close so I think convenienceThey have f….. up my orders numerous times and none of them care or speak EnglishJust now I ordered a 4a w a Diet CokeAnd a 4c just the sandwichEnded up with a quarter pounder meal and the 4 c sandwichThey said I will switch it and I was yelling and screaming for a refundThen ordering a 4a w a Diet Coke and the added apple slices by this time I was so pissed that I gave it back and they had charged me for the slices.I’m calling them until I get a real person to speak to.
4,The consistency you guys have with your service I like
1,"bad food, bad service"
1,"Stupid MacDonald's app cant update email address or rest cant log into account i don't have the old email address anymore LOST 50,000 points 2 years of points no help from MacDonald done this on purpose how many people are locked out from their accounts lost points"
1,"We ordered 2 of the new adult Happy Meals. What a joke! The first surprise was the $28 for 2 meals. The second was the pathetic smallness of the meal. The Big Mac was dry, cold and old tasting, the fries were ice cold and finally one of the meals didn’t have the toy! We were so mad we didn’t go back. AND we had to wait over 10 minutes to get everything even though there were no other customers there. I feel they took food from warming trays and slapped the meal together. Never again!"
1,"I ordered the frost box tpday only tp realize once I got home I only got the bignac- there was no toy or anything else besides the big Mac and drink. I definitely don't recommend ordering it as it only seems to come with a big Mac and drink, no toy."
1,chicken big mac najgorsza kanapka jaka w zyciu jadlem syf syf syf
1,"I ordered a nugget meal at store 18978 on Commercial St SE in Salem Oregon today and got something in place of my nuggets that I couldn’t even identify.  When I called the store, and spoke with Nicole, I was told I would need to come back to get new food, which wasn’t possible as I was already on the freeway heading out of town.  When I contacted corporate through the complaint webpage I was referred to the local office and heard from the area supervisor Ranelle, who at first was nice, however after sending pictures of what I received, became short with minimal response.  Seriously…no wonder the service is so poor.  Won’t be returning to any location in that area!"
2,"Every time I order online, something is forgotten. Today, I ordered a crispy sweet chilli wrap meal, they delivered everything but the wrap. How can you forget the main part of the meal????"
5,"The food was amazing and the people were so nice and David one of employes were so nice,hard working and jolly he really bring the Christmas spirit to us."
1,"1. As a store Mgr in the 80's I know McDonalds has higher standards then what Decatur Al. Is showing us. I was handed a wrong order, then I got my adult happy meal and she didn't know what drink I had nor size. She gave a small when the receipt says large. Come on Decatur Al. Use tht training, instill some pride and work ethic in your people."
1,"Ordered 3 deluxe quarter pounders, got home with them no deluxe. Go back to McDonald’s here in Warsaw, mo. And they swapped them out for the right ones( so I thought) got home once again and feeling really glad to have the right cheeseburgers. We both bite into them and dang we must’ve had about a pound or so of mayo on each sandwich. Just terrible. WTH is going on there. 2 managers on duty 7:30 at night. Slower than crap inside and drive thru. Do you guys even want customers? I don’t understand how this works for anyone…. The manager, the cooks, the order taker or owner. Without  customers you don’t have a business( a lot of businesses and their employees seem to forget that!) very disappointed! Someone fix the problem please. I also have a picture of this to share!"
